id,title,url,posted_at,college,dept,crawled_at
https_pythoninsider_blogspot_com_2025_05_python_3140_beta_2_is_here_html_1749328216,Python 3.14.0 beta 2 is here!,https://pythoninsider.blogspot.com/2025/05/python-3140-beta-2-is-here.html,2025-05-26,Python.org,Blog,1749328216
https_pythoninsider_blogspot_com_2025_05_python_3140_beta_1_is_here_html_1749328216,Python 3.14.0 beta 1 is here!,https://pythoninsider.blogspot.com/2025/05/python-3140-beta-1-is-here.html,2025-05-07,Python.org,Blog,1749328216
https_pyfound_blogspot_com_2025_05_announcing_python_software_foundation_html_1749328216,Announcing Python Software Foundation Fellow Members for Q1 2025! 🎉,https://pyfound.blogspot.com/2025/05/announcing-python-software-foundation.html,2025-05-06,Python.org,Blog,1749328216
https_pyfound_blogspot_com_2025_05_a_thank_you_to_oregon_state_university_html_1749328216,A thank you to the Oregon State University Open Source Lab,https://pyfound.blogspot.com/2025/05/a-thank-you-to-oregon-state-university.html,2025-05-01,Python.org,Blog,1749328216
https_pyfound_blogspot_com_2025_04_congrats_loren_html_1749328216,Python Software Foundation Names New Deputy Executive Director,https://pyfound.blogspot.com/2025/04/congrats-loren.html,2025-05-01,Python.org,Blog,1749328216
